headline,review,rating
Excellent offer and saving,"I like it so much,,, and suggest you others to buy this item, every one should try this item ,",5.0 out of 5 stars
Zero star,Zero star,1.0 out of 5 stars
seal was opened & Cap of the paste tube was also slightly opened..,"After delivery it is observed that seal was opened
& Cap of the paste tube was also slightly opened..",1.0 out of 5 stars
So good i lick,I'm happy I lick you thanks amazan value for money Colgate lick my family so thanks alloffu thanks all sarvec thank,5.0 out of 5 stars
Fully Trusted,"Awesome product. Fully trusted. No negative discussion about it. Love it. Using it from my childhood. I'm ok with it.

~~~ Thanks Colgate",5.0 out of 5 stars
product received the opened packet and teh toothbrush is missing ...,product received the opened packet and teh toothbrush is missing in it.,1.0 out of 5 stars
No jungle safari,There was no jungle safari and the pack came opened.,1.0 out of 5 stars
VERY DULL PACKING,PRODUCT IS PERFECT. BUT THE PACKING VERY DULL. IN PLASTIC PACK THE BOX TOTALLY GET MESH.,1.0 out of 5 stars
Costly,Costly,1.0 out of 5 stars
One Star,Misvak is best toothpaste,1.0 out of 5 stars
Best,"Good product....best for teeth and it is freshness very awesome and flavor is good.
It is a value for money product.",5.0 out of 5 stars
Much Valuable,"This is worth for money, package is good. Best quality with best price. Highly recommended, Suits for all ages who brushes their teeth on everyday basis.",5.0 out of 5 stars
Nice,Nice its so good. The Product which should have used all the the thing this morning give fresh morning take,5.0 out of 5 stars
Got ulcers after using this,"Got ulcers after using Colgate , I would not recommend, biotique toothpaste is a much better choice than this toothpaste",1.0 out of 5 stars
One Star,Jootha price bataka subscribe karake dusari time PURA rate lete he,1.0 out of 5 stars
Colgate is always best,Using colgate brand only since so long and it's worth to use. Thank you amazon for discounted price. Delivered on time 😁😀👍 .,5.0 out of 5 stars
Missing tooth brush,Found one tooth brush missing out of two.,1.0 out of 5 stars
Feeling fresh,Very nice and why need review already it's a famous in market no need too explain very good product .,5.0 out of 5 stars
One Star,Bed sarvis,1.0 out of 5 stars
For strong 💪 teeth,For strong 💪 teeth,3.0 out of 5 stars
One star,"Bad ,local product",1.0 out of 5 stars
mrp high,my home town it is available price 120/- but you purchase 130/- original mrp,1.0 out of 5 stars
Please improve some price issues,I got this pack in 300 only from flipkart app...,4.0 out of 5 stars
One Star,tooth brush fiber is very strong. so not brush properly,1.0 out of 5 stars
packaging not good,"packaging not good. otherwise all ok.
in offer 1kg in 355.",4.0 out of 5 stars
Very poor,All package ware damaged,1.0 out of 5 stars
Very nice,"I use from my childhood, and now my daughters also use from her childhood, the item is good flavor, nice",5.0 out of 5 stars
One Star,Packet is dameg,1.0 out of 5 stars
Good toothpaste at a great price,Most popular brand in toothpaste is colgate.I have been using this paste from chilhood and it has never disappointed me. Its cleasing effect is good removes plaque and maintains healthy gums..For abrasive action go for paste form otherwise opt for gel toothpaste.,4.0 out of 5 stars
One Star,Not found brush in the packaging.,1.0 out of 5 stars
TOXIC,Try to find some chemical-free alternatives than these types of products. Don't compromise with your health ! ! ! .,1.0 out of 5 stars
Why Colgate can't use eco friendly packaging?? Like why??,It's such a big company but they are using so many chemicals in their products as well as no step is taken towards cleaner packaging,1.0 out of 5 stars
Regular toothpaste since my childhood,"Regular toothpaste since my childhood
The product is good. I have been using it for years. Whenever I had occasion to use other tooth pastes, I had noticed that they could not give me the utility and satisfaction which this Colgate strong teeth tooth paste gives. Hence I do not think of any other tooth paste for my family.",5.0 out of 5 stars
Use indian product,Use indian product ..... After use they finish...hahahaaa,5.0 out of 5 stars
One Star,Give rate 137.. Not legal.. So I give legal action.. Coz mrp is 122,1.0 out of 5 stars
Best product,Value fr money,5.0 out of 5 stars
5,Excellent product,5.0 out of 5 stars
Good,Very good product,5.0 out of 5 stars
poor price tag and poor quality product,Toothpaste box recvd half open.plus charges taken more than whats printed.pathetic,1.0 out of 5 stars
One Star,not as committted,1.0 out of 5 stars
Good,Good,5.0 out of 5 stars
"Ab tak ka sabse ghatia toothpaste, baba adam ke jamane ka","No fressness, no flavour, you will get only damaged gums after using it, it is waste of mony and time",1.0 out of 5 stars
Highly recommend,Really a very affordable and trusted brand. Have been using this brand since years and I am a happy customer. Highly recommend!,5.0 out of 5 stars
|| WASTE OF MONEY || DON'T BUY ||,"It's being so ridiculous & unsatisfactory product.
It has found crumbled, & unsealed package when opened, Toothpaste tubes are too seems to be half filled as you can See from the screenshot provided here.All i want is compensation for this so Do Initiate my refund back to me for this cause.",1.0 out of 5 stars
Very Nice Flavor and value for money,Very Nice Flavor and value for money,5.0 out of 5 stars
Good price,Best price,5.0 out of 5 stars
Good product.,This product is very good combo offer. I really like..,5.0 out of 5 stars
Good product and,Good product easy to use more than a few days ago and I will be a good idea to get,5.0 out of 5 stars
Good Product,Like,4.0 out of 5 stars
Nice,Very good deal at Amazon.,5.0 out of 5 stars
Don’t buy,Pathetic taste didn’t do anything freshness wears off in a few minutes didn’t affect my teeth at all ... even after 6 months,1.0 out of 5 stars
Nice product,I like this product......,5.0 out of 5 stars
just rs98 it is amazing.,"In terms of price it is worthly to buy from amazon ,
just rs98 it is amazing.",4.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Good,Value for money,5.0 out of 5 stars
Five Stars,Good product as described on site-contains 02 toothpaste tubes and one toothbrush. Good product for households .Very competitive price.,5.0 out of 5 stars
One of the best things in life.,One of the best things in life.,5.0 out of 5 stars
Five Stars,Value pack,5.0 out of 5 stars
Five Stars,Good,5.0 out of 5 stars
Five Stars,very good,5.0 out of 5 stars
One Star,Perfect,5.0 out of 5 stars
original product,original product delivered in quick time. price is cheap. I recommend for others.,5.0 out of 5 stars
Five Stars,Loved it,5.0 out of 5 stars
First time online purchase turned out pleasant,A value pack. Came nicely packed. Convenient.,4.0 out of 5 stars
Four Stars,No benfit,4.0 out of 5 stars
This paste gives me immense satisfaction all round the day,"Best ever paste that clean the deepest corner and remove plaque, gives fresh breath and gives cavity protection. I liked it awesome formula that take care our teeth and strongen gum. It gives all round protection to my family for all tooth problems.",5.0 out of 5 stars
Best Toothpaste,I have been using colgate toothpaste for quite a while now and it is absolute value for money. Really like the flavour and it leaves my mouth so fresh.,5.0 out of 5 stars
Best,"-Freshness and flavor is we all knew very well that it is good.
- Delivery is fast
- Without any second thought go for it
- cheap and best
- Coalgate is always good",5.0 out of 5 stars
My favourite toothpaste," I have been using Colgate toothpaste from very long time and I have no complaints on it but I feel its good to buy online because of offer. Coming to toothpaste it removes all the yellow stains and keeps your teeth healthy,",5.0 out of 5 stars
Tooth Paste,I have been using Colgate Tooth Paste from very long time. I am happy with the product. The Ones I now purchased are waiting in queue to be opened.,5.0 out of 5 stars
Very good product as it is always,No praise is need for Colgate. It is a very good product and the mass like it. No praise is required for Colgate,5.0 out of 5 stars
Fresh and Flavorful,The Colgate toothpaste is a truly amazing product for anyone who wants strong teeth and fresh breath.,5.0 out of 5 stars
Best one,"No other toothpaste could take the place of Colgate in my eyes..It is really amazing .
Toothpaste means colgate.",5.0 out of 5 stars
Colgate ke bare me sabko pata h,It's taste is a little different as it has salt in it. But it is worth trying. Salt kills bacteria as you all know. This combo pack is so cheap too.,5.0 out of 5 stars
Helps you save.,This is such a good offer! Grabbing it just won't be your mistake at all.,5.0 out of 5 stars
Good,This is best and beter then any other product,5.0 out of 5 stars
i bought this for lowest price available,i bought this for lowest price available only,3.0 out of 5 stars
effective and useful in killing germs,This colgate toothpaste is unique and helps in cleaning teeth very easily. Gives shiny teeth and shows great results.,4.0 out of 5 stars
Nice product,"Very nice product, you should use this product. I am using this product from very long time.",5.0 out of 5 stars
Very good quality and worth price.,Colgate strong teeth anticavity toothpaste quality was good this Colgate strong inside with good nutrients that's why Colgate always india number 1 brand.,5.0 out of 5 stars
Value for money,This keeps my mouth fresh for a longer period of time. Keeps my teeth strong and healthy. Try it,5.0 out of 5 stars
Value for money pack,"old is gold
as usual it's best",5.0 out of 5 stars
Nice,Paisa oosule,5.0 out of 5 stars
Better choice good offer,Original product,5.0 out of 5 stars
Good,Nice 👌,5.0 out of 5 stars
Bast product,Good quality,5.0 out of 5 stars
good,freshness,5.0 out of 5 stars
Very good product,Satisfied ✌️,5.0 out of 5 stars
Very good products,"Nice 👍
Best in value
Nice look
Best for family👪",5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good.,Must buy.,4.0 out of 5 stars
Nice 👄,My fevret collget 😁 thank you Amazon,5.0 out of 5 stars
Nice,Very nice,5.0 out of 5 stars
Worth buying,"Gives freshness all over the day
Flavour is good
Value for money",5.0 out of 5 stars
Five Star,Very good.,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good deal,Good deal,5.0 out of 5 stars
Trustworthy,Nice product. Trustworthy brand. I'm using it from my childhood. Love it,5.0 out of 5 stars
Colgate is best,My family like it.,5.0 out of 5 stars
Awesome,Good quality Go for it,5.0 out of 5 stars
Best Product,Great,5.0 out of 5 stars
Value for money,Good simple toothpaste,5.0 out of 5 stars
I found 1kg at just 300 rupees thanks Amazon,Nice taste and value for money,4.0 out of 5 stars
Hi there is my number,Okay so you have the time,5.0 out of 5 stars
good product,"The product is good feels fresh. The delivery was super fast, go ahead you won't be disappointed. Its the OG of toothpastes",4.0 out of 5 stars
Good👍 products,Good👍 products thanks Amazon,5.0 out of 5 stars
Good,Ok,5.0 out of 5 stars
😄,Good,5.0 out of 5 stars
Fully satisfied,Fully satisfied with the product and services of Amazon,5.0 out of 5 stars
Very good,Very good product 👌,5.0 out of 5 stars
Fine,"Product is fine. Where's my joke, Amazon? I've done my six reviews.",5.0 out of 5 stars
Great Product,Good product at great Price,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Nice,Very good,5.0 out of 5 stars
Not Good Product,Not Good Product,1.0 out of 5 stars
Good,Go,4.0 out of 5 stars
Good,Colgate is always good,5.0 out of 5 stars
#freshness,"I like it,it was 🙂 nice....",5.0 out of 5 stars
Nice,"It's Nice paste and good product from Colgate on time received
At my door step on time finally its good",5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
VFM,value for money pack,5.0 out of 5 stars
Good,Great deal,5.0 out of 5 stars
good,good,5.0 out of 5 stars
Nice product,Quality product,5.0 out of 5 stars
Strong teeth,Good,5.0 out of 5 stars
Very good,Very useful,5.0 out of 5 stars
Okok,Ok,5.0 out of 5 stars
Good,Good as usual Colgate,4.0 out of 5 stars
Good product,Good product,5.0 out of 5 stars
Colgate Toothpaste,Gud Product...Value for Money,5.0 out of 5 stars
I liked colgate toothpaste which keep me refreshing.,I is refreshing and protect our teeth.,5.0 out of 5 stars
Good,"I'm buy again,I like it this quality better . i am regularly use this toothpaste .Thank you very much Amazon",4.0 out of 5 stars
"The product is good but I have purchased it for rs 205 from Amazon, that's costly","I dislike the value of toothpaste by amazon, as we can purchqse it for 180 from our local market but the Amazon has charged rs 205",5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Value for money," Received it in a very good condition. The best thing is this product contains Fluoride in a proportion of 1000ppm. And Flouride is very good for your teeth. So,our family uses this product for so long and we Are Satisfied with the results. You can definitely trust this brand.",5.0 out of 5 stars
Time tested,Very old and time tested tooth paste,5.0 out of 5 stars
✊✊,Best👍🏻,5.0 out of 5 stars
Good,As usual very nice product. Very satisfied.,5.0 out of 5 stars
super,cleans teeth very easy.,5.0 out of 5 stars
Nice product,Fantastic,5.0 out of 5 stars
Packaging was not good,Product was damaged.,3.0 out of 5 stars
😻,"What to review.... 🕵️‍♂️ about Colgate?
""THE BEST TOOTHPASTE""",5.0 out of 5 stars
Refreshing,Colgate has been there from a long time. It is a typical Colgate flavour and freshness.,5.0 out of 5 stars
Superb,Good leather,5.0 out of 5 stars
Value for money,Just an awesome product at awesome price.,5.0 out of 5 stars
Awesome..,Ok. Ashokkumar kantibhai panchal idar,5.0 out of 5 stars
Good,Trusted brand especially for kids.,5.0 out of 5 stars
Good but ......, Good we can save on 100g Colgate only 56 rupees . But ....,5.0 out of 5 stars
thank you Amazon,good deal,5.0 out of 5 stars
Value for money combo pack,Anti cavity toothpaste for complete tooth protection. Makes fresh breath. Value for money combo pack.,5.0 out of 5 stars
Excellent product,Excellent product,5.0 out of 5 stars
GOOD,Value for money.,5.0 out of 5 stars
A complete package for a family,I liked all content of this package. Would like to include brushes in future.,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Mrp high,Not bye me 😡😡,2.0 out of 5 stars
ALL GOOD,ALL GOOD,5.0 out of 5 stars
very nice,very nice,5.0 out of 5 stars
Teeth become as white as conch shell,Awesome,5.0 out of 5 stars
good,good,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
White,Sparking,5.0 out of 5 stars
Great Quality,Nice Product,5.0 out of 5 stars
Good product,Everything is fine,4.0 out of 5 stars
excellent,excellent,5.0 out of 5 stars
As usual,"As usual, I and my family is using this toothpaste for a long time, got this in deal of the day.. reasonable in price. Its flavour is nice and gives good freshness.",3.0 out of 5 stars
Good,Good product,4.0 out of 5 stars
great bargain,"A 500-g toothpaste from Colgate, a good buy for family use.",4.0 out of 5 stars
NICE PRODUCT,NICE PRODUCT,4.0 out of 5 stars
Super product,"The colgate strong teeth toothpaste is currently the best toothpaste in the market.It makes the teeth strong and natural looking.Clubbed with the super saver pack and fast delivery, it's worth getting from Amazon",5.0 out of 5 stars
Value for money.,Value for money.,5.0 out of 5 stars
Best for your tooth,I like the product very much also it is natural and the flavour is awesome.,5.0 out of 5 stars
Use daily twice a day,"Using since years in the house
No problem at all.. Use a good brush too .brush twice n gargle after eating sweets .else no toothpaste would work.consistency is the key",4.0 out of 5 stars
Nice,Nice,4.0 out of 5 stars
Low price and great quality,"I am using colgate brand toothpaste since years now and I haven't switched to any other because of the great quality, not at all expensive!",5.0 out of 5 stars
Colgate Strong Teeth Anticavity Toothpaste,Regular local item.,5.0 out of 5 stars
Good,Freshness and flavor is good,5.0 out of 5 stars
EXCELLENT FOR DAILY USE,It keeps the teeth clean and fresh,5.0 out of 5 stars
Nice and excellent product and good service by Amazon,"Excellent product and good service by Amazon. I thought during lockdown it would take long time and even Amazon showed delivery between 1-3 May, but it has been delivered today morning... Great",5.0 out of 5 stars
As expected,Same as expected,5.0 out of 5 stars
It is good.,,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Like it,Saving,5.0 out of 5 stars
Go to product for the family!,"Product is fine. Cleans your teeth well. Not too runny. It's perfect.

The only shortcoming was that I ordered for 200gm+200gm+100gm pack but one was missing from the pack. So be cautious while you order.
Rest, the product is absolutely fine. I like it. So I would recommend all. Use it and decide yourself.",4.0 out of 5 stars
Genuine branded item,Perfect,4.0 out of 5 stars
Nice Amazon,Nice product and service packages.,5.0 out of 5 stars
Nice product,Nice product,5.0 out of 5 stars
I Love colgate,I love colgate,5.0 out of 5 stars
good product,Nice,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Nice product,Nice product,5.0 out of 5 stars
worst product,"worst product,it is not original colgate, fake product.",1.0 out of 5 stars
Best as always.,Best as always,5.0 out of 5 stars
Very nice product,"Very nice product
Value for money",4.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good,Superb,5.0 out of 5 stars
Price difference,,5.0 out of 5 stars
good for health,good,5.0 out of 5 stars
Super Product,Super Product,5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Good product,"Good product
Cheap price 👍",5.0 out of 5 stars
Awesome freshness,Very nice product.,5.0 out of 5 stars
Ok,Ok,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Inexpensive and good enough,inexpensive and this is what we have been using for many years now.,5.0 out of 5 stars
Genuine product,"It's original and the traditional well known white colgate toothpaste which has the most number of fan followers in the country. Recommended, Go for it .
Amazon's packing and delivery was great.",5.0 out of 5 stars
Super,I like it,5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Super offer,Super offer,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Very nice effective,Realy liked the flavor,4.0 out of 5 stars
Wirth Purchase,Good Product,5.0 out of 5 stars
Very Good,I Like,5.0 out of 5 stars
Colget,Good,5.0 out of 5 stars
Best in market,,5.0 out of 5 stars
Bad taste,I dont like this taste. I Vomited after using this. Very unsatisfied with this purchase.,1.0 out of 5 stars
Value for money,Value for money,5.0 out of 5 stars
Good,Value for Money,5.0 out of 5 stars
Original product.,The flavor is good. I like it very much. Amazon can give it at less price.,4.0 out of 5 stars
Perfect,Perfect,5.0 out of 5 stars
,Colgate STRONG TEETH is good enough for fresh breath and fresh feeling and better than other Colgate products for being superior in oral health quality. It has pleasant flavor and is not allergic to respiratory tract. In this way it beats other Colgate products despite being a little expensive.,
,Took to long to get. Work like toothpaste. Teeth feels clean,
